id,text,length,author
1416,"If it is going to be louder than 34 dB then they should do what every other industry does and that is either put in quieter equipment, or pay the neighbours compensation ",33,InfinityAndBeyond
1417,"The same thing happened with airports and noise limits. Don't you think the airline industry complained and said it would run them out of business? Guess what, planes are so much quieter now, and making the jet engines quieter also made them more fuel efficient. Win win. ",48,InfinityAndBeyond
1418,"But even now, the smaller wind turbines tend to be much quieter than the large turbines. So the wind farm can still go in, but the turbines closer to houses might need to be the smaller units, or a curfew at night for the turbines closer to houses.",48,InfinityAndBeyond
1419,"If bird calls were drowned out by the windfarm, how are bird calls going to be heard, how are birds going to find a mate, how will the bird population be able to continue in the vicinity of windfarms? ",40,InfinityAndBeyond
1420,"If bird calls were drowned out by the windfarm, how are bird calls going to be heard, how are birds going to find a mate, how will the bird population be able to continue in the vicinity of windfarms?",39,InfinityAndBeyond
1421,And you seem mislead by the alarmists that a wind turbine could not be built within 2 km of a house. That is wrong. That is like saying a wind turbine cannot be built on a farmers land.  ,40,InfinityAndBeyond
1422,"In both cases the person has to agree and money may need to change hands, that is all. Pay the farmer to put it on his land, and pay the resident to build within 2 km of his house.",39,InfinityAndBeyond
1423,"And noise restrictions will drive quieter turbines, just like airport noise restrictions have driven much quieter jet engine designs, and have even driven 'hush kits' for retro fitting to jet engines. ",32,InfinityAndBeyond
1424,What about a neighbours loud stereo at 2 am. Can you produce a single published scientific paper that proves it has deleterious health effects. Then how come the EPA ban it?,31,InfinityAndBeyond
1425,"Here put up with this noise. It might drive you bonkers, but our research says it doesn't make you sick to the point where a doctor can conclusively say it was the turbine noise",34,InfinityAndBeyond
1426,"As I have just bought a new power supply for my computer and the noise from the fan on it goes from 18 dB at idle to 31 dB flat out, I don't see why a wind turbine should be louder than my computer's fan.",45,InfinityAndBeyond
1427,I disagree. You have to read all media to get a balanced view. But you want refuse to read and ignore large sections of the media that don't accord with your world view. So how can you have a balanced view and not be biased?,45,InfinityAndBeyond
1428,"With some species of man eater like Bull Sharks hardly venturing out to sea very far, it would be a rare Bull Shark that has ever seen a whale. ",30,InfinityAndBeyond
1429," It is too easy for an illegal migrant to get in to the UK, get an under-award wage, and get a place to live. They can live under the radar for many years like this.",36,InfinityAndBeyond
1430,"The Department of Energy has installed the solar panels horizontally and everyone knows the panels need to be directed toward the sun, which for Washington is at an angle of 47 degrees. ",33,InfinityAndBeyond
1431,But somehow you are comparing money the government is forced to hand over by the courts with money the government chooses to give. Are you serious or just trying to muddy the waters?,33,InfinityAndBeyond
1432,"One thing that is abundantly clear from all the ABC shenanigans over the last 10 years, the ABC and in particular Q&amp;A, needs to be kept on a short leash.",30,InfinityAndBeyond
1433,"The theory of the Chinese Government is, why have an expensive war to get the land of another country, when for a fraction of the cost you can buy the land.",31,InfinityAndBeyond
