id,text,length,author
5583,The policy shows how skewed the Labor government¡¯s priorities are. In 2006 Howard introduced similar cuts as part of his welfare to work scheme. At the time Labor opposed the cuts because they left single mothers worse off without offering any improvement to employment opportunities. But in government Labor failed to reverse these cuts¡ªand are now implementing an even harsher policy. ,62,TimOfAltona
5584,Napthine will be returned - Victoria is the only state with a surplus - despite Labor's crippling multi-billion dollar desal white elephant plant (which Victorian tax payers are having to pay for via their water rates) .,37,TimOfAltona
5585,"In two years time the economy will back on track, personal tax cuts will feature and Labor will still be fighting over leadership and how much power the unions have over the party whist trying to bed down their partnership with the Greens. ",44,TimOfAltona
5586,The true test for Labor will be when they have to front up and actually provide some detail on how they will manage the country's economy without driving us into billions of dollars of more debt. ,37,TimOfAltona
5587,Don't get too excited just yet - there is a long way to go and Bill has many more hurdles to overcome to hang ontothe leadership - the unions can't prop him up forever.,34,TimOfAltona
5588,You need to better inform yourself pal - you have no idea what you're talking about...here's the link...take a look around the site and come back to us when you have the facts....,33,TimOfAltona
5589,Why do the Labor cheer squad suddenly get all precious about a word allegedly used by Pyne - go to any union conference and you hear that word thrown around like confetti you should hear what they were calling Rudd. ,41,TimOfAltona
5590,"Australia could do a lot worse than by providing assistance, military and otherwise to help the Nigerian Govt locate and rescue these kidnapped school girls - our SAS would be up to the task.",34,TimOfAltona
5591,Ferguson tried to wedge the Education Minister and it backfired spectacularly - Pyne is a seasoned performer and it will take alot more then a left wing commentator to entrap him on national TV.,34,TimOfAltona
5592,"Lord knows Labor are in no state to take the reigns of government for a long time from here, so who's it to be if not the Coaltion - PUP perhaps? The Greens?",33,TimOfAltona
5593,Hockey is spot on - until we return to a surplus it's not in the best interests of Australia to borrow billions of dollars from overseas in order to fund our overseas aid program. ,35,TimOfAltona
5594,So the hapless Bowen is already flagging Labor are going to block for the sake of blocking - Labor needs to dramatically lift it's game - here is the perfect opportunity but watching Plibersek and Ellis giggling and smirking like two adolescent school girls aptly demonstrates the shallowness and hopelessness of the current Labor front bench.,56,TimOfAltona
5595,"Great news for the people of Queensland - looks like the Labor opposition won't be upsizing from their current transport of choice, a Toyota Tarago, to get around after the next election up there.",34,TimOfAltona
5596,That's  what I was saying when the hapless Gillard was PM - only in her case her own party threw her out before the people had an opportunity at the election.,32,TimOfAltona
5597,Sounds like the Labor/Greens cheer squad need to start up their own TV news station - it seems no media outlet in Australia is left-wing enough for them - apart of course from the daily Guardian clickbait stories. ,39,TimOfAltona
5598,"If it were not so cringeworthy it would have been funny......she has zero idea/understanding of economics and happily supports FREE university attendance for all Australians - only problem is she has no idea how that would ever be paid for, but hey, it sounds like a good idea. ",49,TimOfAltona
